Title,Body,User_login,Author_association,Label_name_list,State,Created_at,Comments,Comments_url,Html_url,Id,Url,Repository_url,User_url,User_id,User_html_url,repo_id,repo_name,repo_html_url,repo_description,repo_fork,repo_created_at,repo_updated_at,repo_forks,repo_stars,repo_language,user_created_at,user_updated_at,user_followers,user_public_repos,bio
forward remaining_args to cucumber,"this is necessary in order to tell cucumber to run a subset of the features instead of the whole suite.
",git2samus,CONTRIBUTOR,enhancement/,closed,2012-06-26T21:59:43Z,5,https://api.github.com/repos/imkira/cukunity/issues/1/comments,https://github.com/imkira/cukunity/pull/1,5284783,https://api.github.com/repos/imkira/cukunity/issues/1,https://api.github.com/repos/imkira/cukunity,https://api.github.com/users/git2samus,146392,https://github.com/git2samus,3898525,cukunity,https://github.com/imkira/cukunity,cukunity is an automation/testing framework that simplifies BDD testing of Unity 3D games.,FALSE,2012-04-02T07:52:24Z,2019-12-26T11:43:40Z,18,81,Ruby,2009-10-29T17:44:33Z,2020-06-04T02:55:34Z,54,64,
Feature/policy/maximums &  Enchancement/performance/dbsearch,"Adds Policy Maximums, optparse for Policy Slice, optparse as an option for slices via slice_common, splitting of bin/razor optparse and slice optparse, preventing of duplicate policy tags, fixes, code cleanup, and compatibility fixes for 1.8.7
",lynxbat,CONTRIBUTOR,None,closed,2012-06-07T21:26:12Z,1,https://api.github.com/repos/puppetlabs/Razor/issues/67/comments,https://github.com/puppetlabs/Razor/pull/67,4959767,https://api.github.com/repos/puppetlabs/Razor/issues/67,https://api.github.com/repos/puppetlabs/Razor,https://api.github.com/users/lynxbat,1278669,https://github.com/lynxbat,3251538,Razor,https://github.com/puppetlabs/Razor,This is unmaintained code. The rewritten and maintained code can be found at,FALSE,2012-01-23T23:33:20Z,2019-05-10T21:02:49Z,2,18,Ruby,2011-12-21T22:10:16Z,2020-05-05T20:35:50Z,79,30,
npyio.py --> recfromcsv seems to have a bug that ignores any dtypes provided,"I found this due to [someone's problem loading large integers with recfromcsv](http://stackoverflow.com/questions/11064908/getting-numpy-overflow-despite-declaring-dtype-int64/11065583#comment14481167_11065583). After playing with it, I think it is simply ignoring all the dtype information provided.

[Line 1859 in npyio.py, part of recfromcsv()](https://github.com/numpy/numpy/blob/master/numpy/lib/npyio.py#L1859) tries to either bring in the dtypes passed or set None. However, it actually brings in a kwarg that I couldn't find anywhere else called 'update' which looks suspiciously like a copied mistype from earlier in the line. If I change 'update' --> 'dtype', then the types get picked up as expected. More explicitly, in recfromcsv, change:

`kwargs.update(dtype=kwargs.get('update', None),`

to this:

`kwargs.update(dtype=kwargs.get('dtype', None),`

I found this in the github repo (although I may have been looking at the wrong branch) as well as the 1.6.2 release that I am using.

**_(apologies for double posting this. I [posted in trac](http://projects.scipy.org/numpy/ticket/2168) first and then heard that maybe that won't be looked at. I haven't found a way to delete or close that ticket.)**_
",kobejohn,NONE,None,closed,2012-06-16T17:55:39Z,5,https://api.github.com/repos/numpy/numpy/issues/311/comments,https://github.com/numpy/numpy/issues/311,5107684,https://api.github.com/repos/numpy/numpy/issues/311,https://api.github.com/repos/numpy/numpy,https://api.github.com/users/kobejohn,1433788,https://github.com/kobejohn,908607,numpy,https://github.com/numpy/numpy,The fundamental package for scientific computing with Python.,FALSE,2010-09-13T23:02:39Z,2020-07-01T17:28:36Z,4648,14109,C,2012-02-13T15:48:32Z,2019-09-04T14:17:37Z,5,17,
(sending binary data) implement a way to send binary data for IE6/7/8/9,"Have a look here:
http://social.msdn.microsoft.com/Forums/en-US/iewebdevelopment/thread/ad9202f8-90fb-43df-8afe-d9381e89b4b1

and here:

http://stackoverflow.com/questions/3704687/accessing-binary-data-from-javascript-ajax-ie-can-responsebody-be-read-from-j

Versions of IE < 10 doesn't support sendAsBinary(), and they also need different workarounds on prototype overriding (prior to IE10, they don't support Uint8Array either).

I know IE sucks, but we need to have it working.
",antisnatchor,COLLABORATOR,Defect/Priority Low/,closed,2012-06-13T09:20:13Z,1,https://api.github.com/repos/beefproject/beef/issues/698/comments,https://github.com/beefproject/beef/issues/698,5043640,https://api.github.com/repos/beefproject/beef/issues/698,https://api.github.com/repos/beefproject/beef,https://api.github.com/users/antisnatchor,910293,https://github.com/antisnatchor,2833881,beef,https://github.com/beefproject/beef,The Browser Exploitation Framework Project,FALSE,2011-11-23T06:53:25Z,2020-07-01T10:54:17Z,1228,5116,JavaScript,2011-07-12T13:48:45Z,2020-06-24T08:26:45Z,187,8,"Phishing, Red Teaming, Golang, Black Metal. ex-BeEF core-dev-team, Browser Hacker's Handbook & x41 Browser Security White-paper co-author. There is no hope🎣"
makes controller tests also work with rails 3 respond_with(model) coding style,"Today I decided to only write my resourceful controllers with the new responders implemented in rails 3.
However I got two bugs https://gist.github.com/2921167/0a4f464cd49f45147968fbf3f785a69b16d3b48b
This patch makes the default spec controllers generated on scaffold work with both coding styles.
There were other friends of mine involved in finding this solution.
",thejamespinto,CONTRIBUTOR,None,closed,2012-06-13T03:08:56Z,9,https://api.github.com/repos/rspec/rspec-rails/issues/560/comments,https://github.com/rspec/rspec-rails/pull/560,5039945,https://api.github.com/repos/rspec/rspec-rails/issues/560,https://api.github.com/repos/rspec/rspec-rails,https://api.github.com/users/thejamespinto,335238,https://github.com/thejamespinto,447184,rspec-rails,https://github.com/rspec/rspec-rails,RSpec for Rails 5+,FALSE,2009-12-23T16:40:53Z,2020-06-29T04:25:03Z,859,4325,Ruby,2010-07-18T01:54:20Z,2020-06-27T22:18:12Z,71,44,"Ruby, Ruby, Ruby, Ruby
Do you, do you, do you, do you
Know what you're doing, doing, to me
Ruby, Ruby, Ruby, Ruby"
Allow multiple metrics per packet,"This just adds a new loop that splits first on ""\n"". The patch looks bigger than it is because of white space chagnes.
",PSUdaemon,CONTRIBUTOR,None,closed,2012-06-01T02:22:18Z,14,https://api.github.com/repos/statsd/statsd/issues/93/comments,https://github.com/statsd/statsd/pull/93,4849847,https://api.github.com/repos/statsd/statsd/issues/93,https://api.github.com/repos/statsd/statsd,https://api.github.com/users/PSUdaemon,1149361,https://github.com/PSUdaemon,1207300,statsd,https://github.com/statsd/statsd,Daemon for easy but powerful stats aggregation,FALSE,2010-12-30T00:09:50Z,2020-07-01T23:29:51Z,1904,15154,JavaScript,2011-10-24T21:29:10Z,2020-02-28T20:15:42Z,16,34,
Restart crashed tasks,"Sometimes a celery task will crash. We need to make sure it recovers if possible and restarts, or show this information somewhere so that someone can go in and fix it
",alastair,CONTRIBUTOR,None,closed,2012-06-20T15:33:02Z,8,https://api.github.com/repos/DDMAL/Rodan/issues/20/comments,https://github.com/DDMAL/Rodan/issues/20,5173448,https://api.github.com/repos/DDMAL/Rodan/issues/20,https://api.github.com/repos/DDMAL/Rodan,https://api.github.com/users/alastair,19217,https://github.com/alastair,2145641,Rodan,https://github.com/DDMAL/Rodan,:dragon_face: A web-based workflow engine.,FALSE,2011-08-02T23:04:33Z,2020-04-01T12:00:30Z,9,27,Python,2008-08-01T09:36:30Z,2020-06-23T18:25:01Z,158,31,
"RoR 3.x.x: Postgres adapter, no way to set character varying without limitation","Hi all,

In RoR 3.x.x: Postgres adapter, has no way to set character varying without limitation. Before when RoR 2.8.x sets a migration with  a string field without limitation, like:

``` ruby
t.string :alternate_names
```

This migration will generate next command, that will create the field without character varying limitation.

``` sql
ALTER TABLE geo_names ADD COLUMN alternate_names character varying;
```

But in RoR 3.x.x no way to do it, you can generate a migration with not limit character varying, always sets (255) limit by default.

``` sql
ALTER TABLE geo_names ADD COLUMN alternate_names character varying(255);
```

If for some reason it's is need that defaults limits be set to 255, we need some alternative for sets migrations without limitations on  character varying.  Perhaps changes on postgres adapter that could allow leaving it blank for default or explicitly by setting nil for avoid limit (or viceversa)

``` ruby
t.string :alternate_names, :limit => nil
```

Best,
",daniel2d2art,NONE,activerecord/,closed,2012-06-07T20:57:28Z,6,https://api.github.com/repos/rails/rails/issues/6666/comments,https://github.com/rails/rails/issues/6666,4959180,https://api.github.com/repos/rails/rails/issues/6666,https://api.github.com/repos/rails/rails,https://api.github.com/users/daniel2d2art,1036505,https://github.com/daniel2d2art,8514,rails,https://github.com/rails/rails,Ruby on Rails,FALSE,2008-04-11T02:19:47Z,2020-07-02T00:31:26Z,18549,45910,Ruby,2011-09-08T17:52:59Z,2016-02-27T00:46:42Z,0,0,
Not working in IE8? Icons are a missing!,"Maybe a big ol' error on my part, but I can only see little square blocks where the icons should be in IE8, any ideas folks?
",firstbasedesign,NONE,bug/,closed,2012-06-20T22:11:38Z,24,https://api.github.com/repos/FortAwesome/Font-Awesome/issues/295/comments,https://github.com/FortAwesome/Font-Awesome/issues/295,5182014,https://api.github.com/repos/FortAwesome/Font-Awesome/issues/295,https://api.github.com/repos/FortAwesome/Font-Awesome,https://api.github.com/users/firstbasedesign,711503,https://github.com/firstbasedesign,3470471,Font-Awesome,https://github.com/FortAwesome/Font-Awesome,"The iconic SVG, font, and CSS toolkit",FALSE,2012-02-17T14:19:43Z,2020-07-02T02:16:56Z,10819,63324,JavaScript,2011-04-05T19:52:45Z,2019-12-18T04:22:10Z,0,1,
Add option to skip count query to support really large datasets,"Hi,

If you run quite complex query on really large data sets it might take a long time to finish the count query.

It would be great if there would be an option that sets paging to infinite, which basically means:
- do not perform count query
- do not show link to a last page (because you do not know anymore)
- change page_entries_info to support infinite mode

What do you think?
",vhochstein,NONE,Feature Request/,closed,2012-06-02T12:34:58Z,19,https://api.github.com/repos/kaminari/kaminari/issues/240/comments,https://github.com/kaminari/kaminari/issues/240,4870398,https://api.github.com/repos/kaminari/kaminari/issues/240,https://api.github.com/repos/kaminari/kaminari,https://api.github.com/users/vhochstein,109388,https://github.com/vhochstein,1333863,kaminari,https://github.com/kaminari/kaminari,"⚡ A Scope & Engine based, clean, powerful, customizable and sophisticated paginator for Ruby webapps",FALSE,2011-02-06T08:07:20Z,2020-06-30T15:25:34Z,1021,7778,Ruby,2009-07-28T09:17:38Z,2020-03-10T07:28:29Z,15,22,
[notebook] deduplicate completion results,"remove context completion that are duplicates from introspection
completion

fixes #1840
",Carreau,MEMBER,None,closed,2012-06-03T09:51:54Z,9,https://api.github.com/repos/ipython/ipython/issues/1841/comments,https://github.com/ipython/ipython/pull/1841,4875879,https://api.github.com/repos/ipython/ipython/issues/1841,https://api.github.com/repos/ipython/ipython,https://api.github.com/users/Carreau,335567,https://github.com/Carreau,658518,ipython,https://github.com/ipython/ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",FALSE,2010-05-10T04:46:06Z,2020-07-01T15:02:49Z,4012,14240,Python,2010-07-18T14:33:12Z,2020-06-26T23:16:05Z,708,421,"PhD in (Bio)Physics, Core developer of @ipython and @jupyter, heavy Pythonista, mostly focusing on writing tools to move science forward."
Weird behaviour using joins,"This is not an issue but it's rather a question. Since I don't know whether this is a MagicaRecord bug, iOS bug, Core Data bug or me making mistakes (this is sure) I would like to ask here since you know things better.

This happened after installing the latest iOS version (the beta one) and I don't know whether it worked correctly on the previous version.

This is the workflow:
- I use _always_ the MR_contextForCurrentThread to create and fetch resources in my background thread
- The thread is mainly a loop cycle. At each interaction I call the MR_save method (also on the MR_contextForCurrentThread)
- When the thread has done, the user can tap on the UI and get another view controller to be presented
- This new VC fetches (therefore from the main thread, thus another context) the resources which should have been created
  by the aforementioned thread.

What happens:
- The set of resources is empty
- If I completely close the application, I reopen it and I tap the view to get the VC, every works just fine.

A small ugly workaround I found is to issue `[[NSManagedObjectContext MR_defaultContext] reset]` right before opening the VC (therefore fetching the objects from the main thread).

More specifically:
`Company` and `Family` are two `NSManagedObject`.

```
company = [Company MR_findFirstByAttribute:@""name"" withValue:@""company_name""];
```

and its content:

>    <Company: 0xa3cc110> (entity: Company; id: 0x978ccc0 x-coredata:///Company/tD12DB62B-CF31-4143-87BA-1978FB9266EF2 ; data: {
>    families =     (
>        ""0xa4c0710 x-coredata:///Family/tD12DB62B-CF31-4143-87BA-1978FB9266EF74"",
>        ""0x978eaa0 x-coredata:///Family/tD12DB62B-CF31-4143-87BA-1978FB9266EF3""
>    );
>    name = company_name;
>    })

Notice the two Family objects.
Next I want to retrieve all the Family objects tied with such Company:

```
- (NSArray *) familiesInCompany:(Company *) company {
    NSPredicate *predicate1 = [NSPredicate predicateWithFormat:@""company == %@"", company];
    NSPredicate *predicate2 = [NSPredicate predicateWithFormat:@""company.name == %@"", company.name];

    NSArray *first = [Family MR_findAllSortedBy:@""name"" ascending:YES withPredicate:predicate1];
    NSArray *second = [Family MR_findAllSortedBy:@""name"" ascending:YES withPredicate:predicate2];
    NSArray *third = [Family MR_findByAttribute:@""company"" withValue:company andOrderBy:@""name"" ascending:YES];

    return second;
}
```

What happens is the following:
- `first` is an empty array
- `second` contains the two Family objects (correct)
- `third` is an empty array

According to what the [Apple documentation](https://developer.apple.com/library/mac/#documentation/Cocoa/Conceptual/Predicates/Articles/pUsing.html) states (the Joins paragraph), it is strongly suggested to use the way I used in the `first` experiment but it won't work. Still, if I close and reopen the application, all the three statements give the same result: an array with two entries.

Can someone shed a light on this? Thank you so much and sorry for the long post.
",elbryan,NONE,None,closed,2012-06-26T15:38:49Z,4,https://api.github.com/repos/magicalpanda/MagicalRecord/issues/192/comments,https://github.com/magicalpanda/MagicalRecord/issues/192,5276507,https://api.github.com/repos/magicalpanda/MagicalRecord/issues/192,https://api.github.com/repos/magicalpanda/MagicalRecord,https://api.github.com/users/elbryan,185655,https://github.com/elbryan,801795,MagicalRecord,https://github.com/magicalpanda/MagicalRecord,Super Awesome Easy Fetching for Core Data!,FALSE,2010-07-27T23:58:18Z,2020-07-01T20:48:43Z,1851,10879,Objective-C,2010-01-19T19:44:00Z,2020-06-29T08:55:48Z,29,17,
Faster log base 2 ceiling,"See: http://stackoverflow.com/a/10538937/365478

Replacing the portable if-statement method with the less portable gcc/clang built-in could result in significant global speedup. The lg_2 call happens at the core of the memory allocator so it is called frequently.

As mentioned in the StackOverflow conversation, the solution is mostly there but is not quite up to the standard for inclusion. It needs a minor rewrite.

It is also possible this change will have no significant effect. Profiling would be helpful.

See `cl2()` in https://github.com/kevinlawler/kona/blob/master/km.c
",kevinlawler,OWNER,exploratory/,closed,2012-06-05T21:20:25Z,1,https://api.github.com/repos/kevinlawler/kona/issues/157/comments,https://github.com/kevinlawler/kona/issues/157,4918036,https://api.github.com/repos/kevinlawler/kona/issues/157,https://api.github.com/repos/kevinlawler/kona,https://api.github.com/users/kevinlawler,376238,https://github.com/kevinlawler,862601,kona,https://github.com/kevinlawler/kona,Open-source implementation of the K programming language,FALSE,2010-08-25T22:30:45Z,2020-06-30T20:19:31Z,119,1069,C,2010-08-25T22:25:05Z,2020-06-02T09:01:08Z,178,53,
Crossdomain post with HTTP authentication in JSON-RPC,"I'm writing a [frontend for aria2](http://binux.github.com/yaaw/) with pure javascript and html using JSON-RPC. So that no backend is needed.

But when I trying to add support for rpc-user/rpc-passwd(HTTP basic authentication), it don't work.
When trying to add  header `Authentication` for XmlHttpRequest, browser will sending a OPTIONS request before POST.
http://stackoverflow.com/questions/1099787/jquery-ajax-post-sending-options-as-request-method-in-firefox
https://developer.mozilla.org/en/http_access_control
http://www.w3.org/TR/cors/

aria2 doesn't  support this method now. You can test this [here](http://binux.github.com/yaaw/) with `http://<username>:<password>@127.0.0.1:6800/jsonrpc` as JSON-RPC Path.

I tried add 

```
diff --git a/src/HttpServer.h b/src/HttpServer.h
index a001737..6cba2e9 100644
--- a/src/HttpServer.h
+++ b/src/HttpServer.h
@@ -135,6 +135,8 @@ public:
     return socketRecvBuffer_;
   }

+  std::string GetAllowOrigin() const { return allowOrigin_; }
+
   void setAllowOrigin(const std::string& allowOrigin)
   {
     allowOrigin_ = allowOrigin;
diff --git a/src/HttpServerCommand.cc b/src/HttpServerCommand.cc
index 0e13094..a6f066e 100644
--- a/src/HttpServerCommand.cc
+++ b/src/HttpServerCommand.cc
@@ -164,6 +164,24 @@ bool HttpServerCommand::execute()
         e_->addCommand(this);
         return false;
       }
+      if (httpServer_->getMethod() == ""OPTIONS"") {
+        std::string access_control_headers;
+        if (!httpServer_->GetAllowOrigin().empty()) {
+            access_control_headers += ""Access-Control-Allow-Methods: POST, GET, OPTIONS\r\n""
+                                     ""Access-Control-Max-Age: 1728000\r\n"";
+            if (!header->find(""access-control-request-headers"").empty()) {
+                access_control_headers += ""Access-Control-Allow-Headers: "";
+                access_control_headers += header->find(""access-control-request-headers"");
+                access_control_headers += ""\r\n"";
+            }
+        }
+        httpServer_->feedResponse(200, access_control_headers);
+        Command* command =
+          new HttpServerResponseCommand(getCuid(), httpServer_, e_, socket_);
+        e_->addCommand(command);
+        e_->setNoWait(true);
+        return true;
+      }
       if(!httpServer_->authenticate()) {
         httpServer_->disableKeepAlive();
         httpServer_->feedResponse
```

to make it work.
",binux,NONE,None,closed,2012-06-22T10:30:20Z,1,https://api.github.com/repos/aria2/aria2/issues/19/comments,https://github.com/aria2/aria2/issues/19,5211879,https://api.github.com/repos/aria2/aria2/issues/19,https://api.github.com/repos/aria2/aria2,https://api.github.com/users/binux,646451,https://github.com/binux,1116542,aria2,https://github.com/aria2/aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",FALSE,2010-11-27T09:41:48Z,2020-07-02T02:30:12Z,2433,20378,C++,2011-03-02T08:07:51Z,2020-06-18T05:46:29Z,2644,22,[NEW] Add a bio
Unicode characters causing problems,"Somewhere between pdftotext and MySQL, Unicode characters are being either omitted or misencoded. See these forum posts for more information:
- http://omeka.org/forums/topic/pdf-search-for-hebrew-unicode
- http://omeka.org/forums/topic/full-text-searching-of-pdfs#post-6922

Possibly helpful pages:
- http://superuser.com/questions/220363/cleaning-up-pdftotext-font-issues
- http://stackoverflow.com/questions/4039930/how-to-save-text-file-in-utf-8-format-using-pdftotext
- http://www.php.net/manual/en/function.shell-exec.php#85095
- http://publib.boulder.ibm.com/infocenter/wmbhelp/v7r0m0/index.jsp?topic=%2Fcom.ibm.etools.mft.doc%2Fae19494_.htm

Test PDF containing Unicode:
- http://www.i18nguy.com/unicode/unicodeexample.pdf

Path from pdftotext to MySQL:
- PdfSearchPlugin::extractPdfText()
- shell_exec(""pdftotext ..."")
- ElementText::$text
- Omeka_Record::save()
- Omeka_Db::insert()
- Zend_Db_Adapter_Mysqli::query()
- charset = utf8
",jimsafley,MEMBER,None,closed,2012-06-12T18:04:11Z,2,https://api.github.com/repos/omeka/plugin-PdfSearch/issues/1/comments,https://github.com/omeka/plugin-PdfSearch/issues/1,5029713,https://api.github.com/repos/omeka/plugin-PdfSearch/issues/1,https://api.github.com/repos/omeka/plugin-PdfSearch,https://api.github.com/users/jimsafley,141955,https://github.com/jimsafley,3426266,plugin-PdfSearch,https://github.com/omeka/plugin-PdfSearch,Extracts text from PDF files so they can be searched.,FALSE,2012-02-13T01:33:36Z,2017-08-18T14:23:44Z,0,3,PHP,2009-10-20T03:45:01Z,2020-06-06T03:50:26Z,32,22,
Investigate why memory usage is so high,"For 4k vertices, NP consumes upwards of 16GB.  If the number of segments is V^2 where V is the number of vertices, and we're storing all segments in RAM, that means we're using 16GB/(4000^2) bytes per vertex = 1kb per vertex...seems like a lot for x, y, weight.  Seems like we could cut it down to 100bytes per vertex easily.  
",chrisnatali,MEMBER,None,closed,2012-06-03T21:30:48Z,1,https://api.github.com/repos/SEL-Columbia/networkplanner/issues/13/comments,https://github.com/SEL-Columbia/networkplanner/issues/13,4879717,https://api.github.com/repos/SEL-Columbia/networkplanner/issues/13,https://api.github.com/repos/SEL-Columbia/networkplanner,https://api.github.com/users/chrisnatali,740068,https://github.com/chrisnatali,4150035,networkplanner,https://github.com/SEL-Columbia/networkplanner,Electricity infrastructure prototyping framework,FALSE,2012-04-26T17:10:30Z,2019-02-26T06:35:47Z,3,14,Python,2011-04-19T21:49:16Z,2020-06-27T17:00:00Z,13,42,
Regression: Summary Type of custom function broken in jqGrid 4.4,"In prior versions of jqGrid, a function could be used as a custom summary type, as explained [here](http://www.trirand.com/jqgridwiki/doku.php?id=wiki%3agrouping&s%5B%5D=summarytype):

```
function myCustomSummary(val, name, record) {
    return totalSumRecord[name];
}

jQuery(""#grid"").jqGrid({ 
  ...
  colModel : [
     {..},
     {name:'myColumn',
      index:'myColumn', 
      width:80, 
      align:""right"", 
      sorttype:'number',
      formatter:'number',
      summaryType:myCustomSummary},
     ...
  ],
  ...
});
```

Unfortunately this stopped working after upgrading to 4.4.0 - the line in `grid.grouping.js` was changed from `if(this.st == 'avg') {` to `if(this.st.toLowerCase() === 'avg') {`. The problem is that `this.st` ends up resolving to a function, so `st.toLowerCase()` is not defined.

One possible fix might be:

```
if(this.st.toLowerCase && this.st.toLowerCase() === 'avg') {
```

I think this fixes the problem but have not tested it.

This issue was originally noted here: http://stackoverflow.com/questions/11025040/jqgrid-group-summary-not-showing-total-sum-with-paging/11034399#comment14578111_11034399
",justinethier,CONTRIBUTOR,None,closed,2012-06-20T18:03:39Z,6,https://api.github.com/repos/tonytomov/jqGrid/issues/336/comments,https://github.com/tonytomov/jqGrid/issues/336,5176701,https://api.github.com/repos/tonytomov/jqGrid/issues/336,https://api.github.com/repos/tonytomov/jqGrid,https://api.github.com/users/justinethier,153000,https://github.com/justinethier,190137,jqGrid,https://github.com/tonytomov/jqGrid,jQuery grid plugin,FALSE,2009-05-01T13:29:43Z,2020-06-28T05:33:24Z,1178,2751,JavaScript,2009-11-13T19:47:43Z,2020-05-15T15:57:12Z,82,49,
30% php conversion,"Needs a keener eye then mine, and then some testing.
",krazyjakee,CONTRIBUTOR,None,closed,2012-06-18T16:45:27Z,8,https://api.github.com/repos/brinley/jSignature/issues/16/comments,https://github.com/brinley/jSignature/pull/16,5128334,https://api.github.com/repos/brinley/jSignature/issues/16,https://api.github.com/repos/brinley/jSignature,https://api.github.com/users/krazyjakee,623463,https://github.com/krazyjakee,1077017,jSignature,https://github.com/brinley/jSignature,jQuery plugin for adding web signature functionality,FALSE,2010-11-13T09:17:19Z,2020-06-30T04:42:52Z,437,512,JavaScript,2011-02-17T15:41:39Z,2020-06-27T15:30:26Z,28,76,Twitch/IGDB Team
try/finally statements need an intermediate catch expression in IE8 ,"IE8 complains with a ""This command is not supported"" error when you have a `try{}finally{}` expression without a `catch(e){}` bit before the `finally{}`.
This adds a `catch(pseudoError){}` expression to all the try/finally expressions I could find.
I haven't remade the minified ouput because I don't have closure compiler.
",christianp,NONE,None,closed,2012-06-27T14:34:07Z,19,https://api.github.com/repos/knockout/knockout/issues/545/comments,https://github.com/knockout/knockout/pull/545,5298310,https://api.github.com/repos/knockout/knockout/issues/545,https://api.github.com/repos/knockout/knockout,https://api.github.com/users/christianp,19513,https://github.com/christianp,757363,knockout,https://github.com/knockout/knockout,"Knockout makes it easier to create rich, responsive UIs with JavaScript",FALSE,2010-07-05T08:08:34Z,2020-07-01T17:18:14Z,1559,9789,JavaScript,2008-08-04T16:21:38Z,2020-06-27T09:16:17Z,130,130,"Mathematician, koala fan, e-learning developer at Newcastle University"
How to define APP id and APP secret inside controller?,"I am having this issue: http://stackoverflow.com/questions/10901106/omniauth-facebook-how-to-set-the-configurations-variables-in-controller

Where I have to authenticate for multiple apps, and therefor need to set the APP id and the APP secret in the controller. 
",sennor,NONE,None,closed,2012-06-05T18:46:37Z,2,https://api.github.com/repos/simi/omniauth-facebook/issues/57/comments,https://github.com/simi/omniauth-facebook/issues/57,4914748,https://api.github.com/repos/simi/omniauth-facebook/issues/57,https://api.github.com/repos/simi/omniauth-facebook,https://api.github.com/users/sennor,557940,https://github.com/sennor,2580835,omniauth-facebook,https://github.com/simi/omniauth-facebook,Facebook OAuth2 Strategy for OmniAuth,FALSE,2011-10-15T07:37:00Z,2020-06-30T07:09:55Z,368,1218,Ruby,2011-01-11T18:38:59Z,2020-04-09T10:17:54Z,4,13,
Race condition when two Roots load at the same time: both fail to load,"**Originally by _archie172_**

___
Vaadin 7.0alpha2

I have an `Application` with multiple `Root`s that I load into different browser tabs. Usually I have two of these tabs open at once.

Often after restarting Tomcat, I will hit 'Reload' on both tabs at the same time to restart the `Application`.

However, there is a race condition in Vaadin, where it tries to start two instances of the `Application` at the same time.

The result is that neither works: see attached screenshots for what the failure looks like on each tab. One says `Invalid Security Key` and the other says `Session Expired`.

I have to reload the browser tabs again (one at a time) to get things working.



___
 Imported from https://dev.vaadin.com/ issue #8894",vaadin-bot,COLLABORATOR,bug/,closed,2012-06-03T22:11:22Z,35,https://api.github.com/repos/vaadin/framework/issues/2429/comments,https://github.com/vaadin/framework/issues/2429,194679265,https://api.github.com/repos/vaadin/framework/issues/2429,https://api.github.com/repos/vaadin/framework,https://api.github.com/users/vaadin-bot,20280877,https://github.com/vaadin-bot,6293402,framework,https://github.com/vaadin/framework,"Vaadin 6, 7, 8   is a Java framework for modern Java web applications.",FALSE,2012-10-19T10:41:30Z,2020-06-30T14:04:56Z,731,1605,Java,2016-07-04T10:38:03Z,2020-02-18T10:07:06Z,3,0,
Added more entropy when getting random bytes,"Instead of reading from /dev/urandom, openssl_random_pseudo_bytes() is used for portability. If CRYPT_BLOWFISH support is not present on the system, it throws an exception instead of ending the script.

Also added DocBlock comments for the methods.
",snacsnoc,CONTRIBUTOR,None,closed,2012-06-11T21:55:14Z,9,https://api.github.com/repos/iamcal/lib_bcrypt/issues/2/comments,https://github.com/iamcal/lib_bcrypt/pull/2,5013125,https://api.github.com/repos/iamcal/lib_bcrypt/issues/2,https://api.github.com/repos/iamcal/lib_bcrypt,https://api.github.com/users/snacsnoc,904697,https://github.com/snacsnoc,4605612,lib_bcrypt,https://github.com/iamcal/lib_bcrypt,Shut up and use bcrypt,FALSE,2012-06-09T07:30:19Z,2019-01-19T08:46:14Z,1,14,PHP,2011-07-09T14:13:22Z,2020-06-15T03:12:23Z,15,29,
