Title,Body,User_login,Author_association,Label_name_list,State,Created_at,Comments,Comments_url,Html_url,Id,Url,Repository_url,User_url,User_id,User_html_url,repo_id,repo_name,repo_html_url,repo_description,repo_fork,repo_created_at,repo_updated_at,repo_forks,repo_stars,repo_language,user_created_at,user_updated_at,user_followers,user_public_repos,bio
iOS: input labels don't focus on associated fields,"## Summary

Tapping a `label` doesn't put focus in the associated input field in iOS.
## Platforms

iOS
## How to Reproduce

Add  
    `<label for=""field"">Label</label>
     <input id=""field"" type=""text"" />`

In normal browsers, clicking on the label will focus you in the associated field declared by the `for` attribute. However, tapping the label in iOS does nothing.
## Reduced Example

[http://bradfrostweb.com/demo/ios-focus/](""http://bradfrostweb.com/demo/ios-focus/"")
## Workarounds

Adding a script: [How to fix the broken iPad form label click issue](""http://v4.thewatchmakerproject.com/blog/how-to-fix-the-broken-ipad-form-label-click-issue/"")
",bradfrost,NONE,None,open,2012-03-26T19:29:23Z,5,https://api.github.com/repos/scottjehl/Device-Bugs/issues/13/comments,https://github.com/scottjehl/Device-Bugs/issues/13,3815153,https://api.github.com/repos/scottjehl/Device-Bugs/issues/13,https://api.github.com/repos/scottjehl/Device-Bugs,https://api.github.com/users/bradfrost,383701,https://github.com/bradfrost,3807158,Device-Bugs,https://github.com/scottjehl/Device-Bugs,Just a collection of quirks and issues that occur on browser platforms (particularly those unlikely to update),FALSE,2012-03-23T10:02:21Z,2020-06-25T20:30:02Z,20,856,,2010-09-01T14:53:53Z,2020-06-08T13:52:08Z,3270,57,
support binary data via overrideMimeType() (or other means of not assuming the returned data is utf8),"https://developer.mozilla.org/En/XMLHttpRequest/Using_XMLHttpRequest#Receiving_binary_data_in_older_browsers documents using:

```
req.overrideMimeType('text/plain; charset=x-user-defined');
```

as a way to force web browsers to not treat the returned data as utf-8.  This is useful if you are doing something like trying to fetch an image in web browsers and also would like that same code to work in node.

Currently, this library forces the data stream to be interpreted as utf-8 which is potentially lossy, and definitely lossy in the case of png images.  Specifically, the first byte 0x89 when round-tripped through utf-8 gets converted into the replacement character 0xffd and comes back (utf-8 encoded) as 0xef 0xbf 0xbd.
",asutherland,NONE,None,open,2012-03-06T06:39:15Z,6,https://api.github.com/repos/driverdan/node-XMLHttpRequest/issues/24/comments,https://github.com/driverdan/node-XMLHttpRequest/issues/24,3519840,https://api.github.com/repos/driverdan/node-XMLHttpRequest/issues/24,https://api.github.com/repos/driverdan/node-XMLHttpRequest,https://api.github.com/users/asutherland,212206,https://github.com/asutherland,326025,node-XMLHttpRequest,https://github.com/driverdan/node-XMLHttpRequest,XMLHttpRequest for node.js,FALSE,2009-10-04T03:29:26Z,2020-06-26T13:59:46Z,267,379,JavaScript,2010-02-27T21:49:12Z,2020-06-30T15:02:36Z,129,150,
Usage of super in ptyhandler.py,"As said in the meeting the code is written with old style classe in mind and super should be only be used in new style classes.

Link to the code line: https://github.com/rainerf/ricodebug/blob/master/src/helpers/ptyhandler.py#L33

Use cases for super from the python 2.7 Documentation (http://docs.python.org/library/functions.html?highlight=super#super)

> There are two typical use cases for super. In a class hierarchy with single inheritance, super can be used to refer to parent classes without naming them explicitly, thus making the code more maintainable. This use closely parallels the use of super in other programming languages.
> 
> The second use case is to support cooperative multiple inheritance in a dynamic execution environment. This use case is unique to Python and is not found in statically compiled languages or languages that only support single inheritance. This makes it possible to implement “diamond diagrams” where multiple base classes implement the same method. Good design dictates that this method have the same calling signature in every case (because the order of calls is determined at runtime, because that order adapts to changes in the class hierarchy, and because that order can include sibling classes hat are unknown prior to runtime).
",giselher,CONTRIBUTOR,None,open,2012-03-20T13:43:37Z,5,https://api.github.com/repos/rainerf/ricodebug/issues/5/comments,https://github.com/rainerf/ricodebug/issues/5,3727951,https://api.github.com/repos/rainerf/ricodebug/issues/5,https://api.github.com/repos/rainerf/ricodebug,https://api.github.com/users/giselher,364893,https://github.com/giselher,1899250,ricodebug,https://github.com/rainerf/ricodebug,"ricodebug is a debugger featuring data visualization, similar to DDD",FALSE,2011-06-15T09:16:51Z,2018-08-28T03:48:08Z,10,12,Python,2010-08-15T09:04:04Z,2020-06-16T11:36:56Z,34,7,
"Using Phonegap-SQLitePlugin i.e. real Sqlite3, not localstorage (webSQLite / indexDB)","By any chance we can use real sqlite3 database for SenchaTouch-v2-SqliteProxy?

https://github.com/davibe/Phonegap-SQLitePlugin

I think this can  be easily done, by replacing this line ( in SqliteConnection.js):

 me.dbConn = openDatabase(me.dbName,me.dbVersion, me.dbDescription, me.dbSize);

to:

me.dbConn = new PGSQLitePlugin(""test_native.sqlite3"");
",ns-1m,NONE,None,open,2012-03-20T04:58:28Z,4,https://api.github.com/repos/tomalex0/SenchaTouch-v2-SqliteProxy/issues/6/comments,https://github.com/tomalex0/SenchaTouch-v2-SqliteProxy/issues/6,3722853,https://api.github.com/repos/tomalex0/SenchaTouch-v2-SqliteProxy/issues/6,https://api.github.com/repos/tomalex0/SenchaTouch-v2-SqliteProxy,https://api.github.com/users/ns-1m,646346,https://github.com/ns-1m,misson failed,2011-03-02T06:33:46Z,2020-05-28T02:09:01Z,3,29,,,,,,,,,,
Optional buttons for common styling,"Sort of like a WYSIWYG, have buttons for bold, italics, links, etc. see GitHubs wiki editor for an example. This should be off by default tho.
",OscarGodson,OWNER,Feature/,open,2012-03-06T18:12:12Z,7,https://api.github.com/repos/OscarGodson/EpicEditor/issues/41/comments,https://github.com/OscarGodson/EpicEditor/issues/41,3528598,https://api.github.com/repos/OscarGodson/EpicEditor/issues/41,https://api.github.com/repos/OscarGodson/EpicEditor,https://api.github.com/users/OscarGodson,20615,https://github.com/OscarGodson,3277032,EpicEditor,https://github.com/OscarGodson/EpicEditor,"EpicEditor is an embeddable JavaScript Markdown editor with split fullscreen editing, live previewing, automatic draft saving, offline support, and more. For developers, it offers a robust API, can be easily themed, and allows you to swap out the bundled Markdown parser with anything you throw at it.",FALSE,2012-01-26T20:11:47Z,2020-06-28T21:32:03Z,365,4315,JavaScript,2008-08-14T03:28:56Z,2020-06-24T06:45:39Z,275,61,"Partner at Bickford+Godson, and previously of Acorns (Director of Engineering), Vault (CTO), Piggybank (founder), Simple, Microsoft, and Yammer."
JAXB Ploymorphism with attributes is broken (throws NPE),"I have an abstract identifier class, which has a value. Note that the value is annotated as an xml attribute. This example works if value is annotated as an element.

@XmlSeeAlso({
AbstractIDInt.class
})
@XmlRootElement(name = ""AbstractID"")
@XmlAccessorType(XmlAccessType.PROPERTY)
public abstract class AbstractID {

@XmlAttribute
abstract Object getValue ();
}

And, here is a class that extends the abstract id class:

@XmlRootElement(name = ""AbstractIDInt"")
@XmlAccessorType(XmlAccessType.PROPERTY)
public class AbstractIDInt extends AbstractID {
Integer value;

Integer getValue ()

{ return value; }

public void setvalue (Integer value)

{ this.value = value; }

}

If you try to marshal anything that is of type AbstractID, you will get the following exception:
Exception in thread ""main"" java.lang.NullPointerException
at com.sun.xml.internal.bind.v2.runtime.reflect.TransducedAccessor.get(TransducedAccessor.java:154)
at com.sun.xml.internal.bind.v2.runtime.property.AttributeProperty.<init>(AttributeProperty.java:56)
at com.sun.xml.internal.bind.v2.runtime.property.PropertyFactory.create(PropertyFactory.java:93)
at com.sun.xml.internal.bind.v2.runtime.ClassBeanInfoImpl.<init>(ClassBeanInfoImpl.java:145)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.getOrCreate(JAXBContextImpl.java:479)
at com.sun.xml.internal.bind.v2.runtime.ClassBeanInfoImpl.<init>(ClassBeanInfoImpl.java:132)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.getOrCreate(JAXBContextImpl.java:479)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.<init>(JAXBContextImpl.java:305)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl$JAXBContextBuilder.build(JAXBContextImpl.java:1100)
at com.sun.xml.internal.bind.v2.ContextFactory.createContext(ContextFactory.java:143)
at com.sun.xml.internal.bind.v2.ContextFactory.createContext(ContextFactory.java:110)
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
at java.lang.reflect.Method.invoke(Method.java:597)
at javax.xml.bind.ContextFinder.newInstance(ContextFinder.java:202)
at javax.xml.bind.ContextFinder.find(ContextFinder.java:376)
at javax.xml.bind.JAXBContext.newInstance(JAXBContext.java:574)
at javax.xml.bind.JAXBContext.newInstance(JAXBContext.java:522)

Here is a SO article discussing the issue:
[http://stackoverflow.com/questions/9382200/jaxb-and-polymorphism](http://stackoverflow.com/questions/9382200/jaxb-and-polymorphism)
#### Environment
Using JAXB 2.2.X as part of CXF 2.4.X
#### Affected Versions
[2.2, 2.2.1, 2.2.2, 2.2.3, 2.2.3u1, 2.2.3u2, 2.2.4, 2.2.4u1, 2.2.4u2, 2.2.5]",Tomas-Kraus,MEMBER,ERR: Assignee/Priority: Major/Type: Bug/attributes/jaxb/metro2_2_1-waived/metro2_3-waiver-request/polymorphism/,open,2012-03-05T20:34:08Z,5,https://api.github.com/repos/eclipse-ee4j/jaxb-ri/issues/889/comments,https://github.com/eclipse-ee4j/jaxb-ri/issues/889,362692156,https://api.github.com/repos/eclipse-ee4j/jaxb-ri/issues/889,https://api.github.com/repos/eclipse-ee4j/jaxb-ri,https://api.github.com/users/Tomas-Kraus,37806327,https://github.com/Tomas-Kraus,148362172,jaxb-ri,https://github.com/eclipse-ee4j/jaxb-ri,Jaxb RI,FALSE,2018-09-11T18:32:38Z,2020-06-21T00:27:01Z,50,96,Java,2018-03-26T14:34:11Z,2020-06-29T11:49:20Z,10,23,
iOS5 Safari: position: relative elements disappear during scroll when using -webkit-overflow-scrolling: touch,"## Summary:

In iOS5 Safari: `position: relative` (or possibly all positioned) child elements occasionally disappear while scrolling an element that uses `-webkit-overflow-scrolling: touch`. They seem to consistently reappear after scroll stops. This seems to occur most with elements that are outside of the overflow region at scroll start.
## Platforms:
- iOS5
## How to reproduce:
1. Set overflow: auto and  `-webkit-overflow-scrolling: touch` on an element that has `position: relative` child elements and a lot of content
2. Open in iOS5 and scroll the element
## Reduced Example:

[http://jsbin.com/izimaf/3/](http://jsbin.com/izimaf/3/)
## Bug Tracker ticket(s):
## Workarounds:
",scottjehl,OWNER,None,open,2012-03-26T06:35:41Z,12,https://api.github.com/repos/scottjehl/Device-Bugs/issues/8/comments,https://github.com/scottjehl/Device-Bugs/issues/8,3803692,https://api.github.com/repos/scottjehl/Device-Bugs/issues/8,https://api.github.com/repos/scottjehl/Device-Bugs,https://api.github.com/users/scottjehl,214783,https://github.com/scottjehl,3807158,Device-Bugs,https://github.com/scottjehl/Device-Bugs,Just a collection of quirks and issues that occur on browser platforms (particularly those unlikely to update),FALSE,2012-03-23T10:02:21Z,2020-06-25T20:30:02Z,20,856,,2010-03-03T16:56:33Z,2020-06-29T16:40:24Z,2248,52,Author of Responsible Responsive Design (A Book Apart). Designer/Developer at @filamentgroup. I love to surf. surf30a.com
"Support for Messages, iMessage, and More","iChat plugin hasn't worked for me in years and years, which is unfortunate.

Now, I would like to see some integration with the new Messages app for OS X (It will be part of Mountain Lion, Beta available now). 

I would code it myself, but I'm not a programmer... But I can help wherever possible. I want to see this happen. 
",entreprenewer,NONE,None,open,2012-03-15T14:02:57Z,7,https://api.github.com/repos/quicksilver/Quicksilver/issues/759/comments,https://github.com/quicksilver/Quicksilver/issues/759,3666165,https://api.github.com/repos/quicksilver/Quicksilver/issues/759,https://api.github.com/repos/quicksilver/Quicksilver,https://api.github.com/users/entreprenewer,1540530,https://github.com/entreprenewer,358078,Quicksilver,https://github.com/quicksilver/Quicksilver,Quicksilver Project Source,FALSE,2009-11-02T14:55:23Z,2020-07-01T08:48:30Z,266,2389,Objective-C,2012-03-15T14:01:49Z,2020-06-11T08:20:47Z,0,2,
JAXB Ploymorphism with attributes is broken (throws NPE),"I have an abstract identifier class, which has a value. Note that the value is annotated as an xml attribute. This example works if value is annotated as an element.

@XmlSeeAlso({
AbstractIDInt.class
})
@XmlRootElement(name = ""AbstractID"")
@XmlAccessorType(XmlAccessType.PROPERTY)
public abstract class AbstractID {

@XmlAttribute
abstract Object getValue ();
}

And, here is a class that extends the abstract id class:

@XmlRootElement(name = ""AbstractIDInt"")
@XmlAccessorType(XmlAccessType.PROPERTY)
public class AbstractIDInt extends AbstractID {
Integer value;

Integer getValue ()

{ return value; }

public void setvalue (Integer value)

{ this.value = value; }

}

If you try to marshal anything that is of type AbstractID, you will get the following exception:
Exception in thread ""main"" java.lang.NullPointerException
at com.sun.xml.internal.bind.v2.runtime.reflect.TransducedAccessor.get(TransducedAccessor.java:154)
at com.sun.xml.internal.bind.v2.runtime.property.AttributeProperty.<init>(AttributeProperty.java:56)
at com.sun.xml.internal.bind.v2.runtime.property.PropertyFactory.create(PropertyFactory.java:93)
at com.sun.xml.internal.bind.v2.runtime.ClassBeanInfoImpl.<init>(ClassBeanInfoImpl.java:145)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.getOrCreate(JAXBContextImpl.java:479)
at com.sun.xml.internal.bind.v2.runtime.ClassBeanInfoImpl.<init>(ClassBeanInfoImpl.java:132)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.getOrCreate(JAXBContextImpl.java:479)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl.<init>(JAXBContextImpl.java:305)
at com.sun.xml.internal.bind.v2.runtime.JAXBContextImpl$JAXBContextBuilder.build(JAXBContextImpl.java:1100)
at com.sun.xml.internal.bind.v2.ContextFactory.createContext(ContextFactory.java:143)
at com.sun.xml.internal.bind.v2.ContextFactory.createContext(ContextFactory.java:110)
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
at java.lang.reflect.Method.invoke(Method.java:597)
at javax.xml.bind.ContextFinder.newInstance(ContextFinder.java:202)
at javax.xml.bind.ContextFinder.find(ContextFinder.java:376)
at javax.xml.bind.JAXBContext.newInstance(JAXBContext.java:574)
at javax.xml.bind.JAXBContext.newInstance(JAXBContext.java:522)

Here is a SO article discussing the issue:
[http://stackoverflow.com/questions/9382200/jaxb-and-polymorphism](http://stackoverflow.com/questions/9382200/jaxb-and-polymorphism)
#### Environment
Using JAXB 2.2.X as part of CXF 2.4.X
#### Affected Versions
[2.2, 2.2.1, 2.2.2, 2.2.3, 2.2.3u1, 2.2.3u2, 2.2.4, 2.2.4u1, 2.2.4u2, 2.2.5]",glassfishrobot,CONTRIBUTOR,ERR: Assignee/Priority: Major/Type: Bug/attributes/jaxb/metro2_2_1-waived/metro2_3-waiver-request/polymorphism/,open,2012-03-05T20:34:08Z,4,https://api.github.com/repos/javaee/jaxb-v2/issues/889/comments,https://github.com/javaee/jaxb-v2/issues/889,223807721,https://api.github.com/repos/javaee/jaxb-v2/issues/889,https://api.github.com/repos/javaee/jaxb-v2,https://api.github.com/users/glassfishrobot,6104758,https://github.com/glassfishrobot,89233128,jaxb-v2,https://github.com/javaee/jaxb-v2,,FALSE,2017-04-24T11:37:44Z,2020-06-13T19:08:31Z,88,169,Java,2013-12-04T12:32:51Z,2020-06-04T22:01:00Z,7,0,
"Enhancements to getAuthenticatedURL (allow response override headers, fixes for clock drift on short-expiry links)","- Added a $headers argument that can take an assoociative array of response
  override headers (like content-disposition, etc.) Full AMZ documentation on
  the various options is at:
  http://docs.amazonwebservices.com/AmazonS3/latest/API/RESTObjectGET.html
- Added a getAWSSystemTime() method to poll AWS servers for their clock time.
  Used in the case of a short-expiry requests (< 120 seconds) which can be
  problematic on heavy-load shared servers due to clock drift. (Shockingly
  significant in some situations.)
- Added Date header to S3Response (needed by getAWSSystemTime())
",jessevondoom,NONE,None,open,2012-03-30T01:29:07Z,7,https://api.github.com/repos/tpyo/amazon-s3-php-class/issues/25/comments,https://github.com/tpyo/amazon-s3-php-class/pull/25,3891230,https://api.github.com/repos/tpyo/amazon-s3-php-class/issues/25,https://api.github.com/repos/tpyo/amazon-s3-php-class,https://api.github.com/users/jessevondoom,368640,https://github.com/jessevondoom,1602587,amazon-s3-php-class,https://github.com/tpyo/amazon-s3-php-class,A standalone Amazon S3 (REST) client for PHP 5/CURL,FALSE,2011-04-12T04:50:02Z,2020-07-01T05:01:50Z,430,973,PHP,2010-08-18T15:54:10Z,2020-06-27T15:14:45Z,61,16,
doesnt work ,"im using php 5.3 and i get a bunch of errors the script doenst work. any plans on updating? maybe google oauth has changed?
",sarmenhb,NONE,None,open,2012-03-09T04:34:18Z,5,https://api.github.com/repos/dhruvbaldawa/Tutorials/issues/1/comments,https://github.com/dhruvbaldawa/Tutorials/issues/1,3577715,https://api.github.com/repos/dhruvbaldawa/Tutorials/issues/1,https://api.github.com/repos/dhruvbaldawa/Tutorials,https://api.github.com/users/sarmenhb,97966,https://github.com/sarmenhb,2419930,Tutorials,https://github.com/dhruvbaldawa/Tutorials,This repository contains links to the code of my tutorials,FALSE,2011-09-20T02:42:00Z,2020-01-05T09:46:47Z,40,61,CSS,2009-06-22T21:58:49Z,2020-06-12T14:26:17Z,3,1,Full Stack Web Developer
Scrollable on Touch,"If you have a scrollable area and you're on touch, vertical scrolling is pain in the ass. And there seems no way on how to detect vertical scrolling?
",starflower,NONE,Incomplete/Scrollable/,open,2012-03-23T09:17:06Z,11,https://api.github.com/repos/jquerytools/jquerytools/issues/711/comments,https://github.com/jquerytools/jquerytools/issues/711,3777082,https://api.github.com/repos/jquerytools/jquerytools/issues/711,https://api.github.com/repos/jquerytools/jquerytools,https://api.github.com/users/starflower,499926,https://github.com/starflower,326127,jquerytools,https://github.com/jquerytools/jquerytools,The missing UI library for the Web,FALSE,2009-10-04T08:14:05Z,2020-07-01T08:12:31Z,559,1837,JavaScript,2010-11-28T11:13:20Z,2020-06-29T06:39:32Z,2,6,
Android 2.2/2.3’s Native Browser and Fixed Positioning,"Android 2.2/2.3’s implementation of <code>position: fixed;</code> can, in conjunction with seemingly unrelated styles and markup patterns, cause a number of strange issues—particularly in the case of <code>position: absolute</code> elements inside of <code>position: fixed</code> elements. These bizarre issues include—but are not limited to—the following:
- Form elements elsewhere on the page—select menus in particular—can fail to respond to user interaction when an <em>empty</em> absolute positioned element is placed within a fixed position element. In rare cases—and specific to Android 2.2—this can cause <em>entire pages</em> to fail to respond to user interaction. This can seemingly be solved by adding any character to the absolute positioned element, including a non-breaking space, and in some cases even whitespace.
- The above-described issue can also be triggered by an absolute positioned image inside of a fixed position element, but <em>only</em> when that image is using something <em>other than its inherent dimensions</em>. If a height or width is specified on the image using CSS, or the image src is invalid (thus having no inherent height and width), this issue can occur. If an image that is inherently, say, 50x50 pixels is placed in a fixed element and left at its inherent dimensions, this issue does not seem to occur.
- When a <code>position: fixed</code> element appears anywhere on a page, most 2D CSS transforms will fail. Oddly, only <code>translate</code> transforms seem uneffected by this. Even more oddly, this issue is solved by setting a CSS <code>opacity</code> of .9 or below on the parent of the fixed element.
- Combinations <code>position: fixed</code> and overflow properties are best avoided, as both have been known to cause unpredictable issues in older versions of Android OS.
- Any element that triggers the on-screen keyboard, when placed inside a <code>position: fixed</code> element, will fail to respond to user input when using anything other than the default keyboard. This includes Swype, XT9 or, it seems, any input method apart from the standard non-predictive keyboard.
",Wilto,COLLABORATOR,None,open,2012-03-23T15:43:36Z,7,https://api.github.com/repos/scottjehl/Device-Bugs/issues/3/comments,https://github.com/scottjehl/Device-Bugs/issues/3,3781891,https://api.github.com/repos/scottjehl/Device-Bugs/issues/3,https://api.github.com/repos/scottjehl/Device-Bugs,https://api.github.com/users/Wilto,439942,https://github.com/Wilto,3807158,Device-Bugs,https://github.com/scottjehl/Device-Bugs,Just a collection of quirks and issues that occur on browser platforms (particularly those unlikely to update),FALSE,2012-03-23T10:02:21Z,2020-06-25T20:30:02Z,20,856,,2010-10-14T21:09:59Z,2020-06-12T02:07:53Z,604,63,
timeouts,"It is not an app issue.

I'm preparing to use this module as a websocket proxy and it works fine. The only thing is that the conection is not kept alive, but it is reset every minute.
I found out there are some configuration timeouts, wich I suppose I have to give a huge value to minimize the restarts.

Anyway the ""issue"" would be that in the documentation here in github says timeouts are in miliseconds and, in my case I found out it works in secconds.
",dcodix,NONE,None,open,2012-03-15T11:17:54Z,7,https://api.github.com/repos/yaoweibin/nginx_tcp_proxy_module/issues/28/comments,https://github.com/yaoweibin/nginx_tcp_proxy_module/issues/28,3664296,https://api.github.com/repos/yaoweibin/nginx_tcp_proxy_module/issues/28,https://api.github.com/repos/yaoweibin/nginx_tcp_proxy_module,https://api.github.com/users/dcodix,1180115,https://github.com/dcodix,540999,nginx_tcp_proxy_module,https://github.com/yaoweibin/nginx_tcp_proxy_module,"add the feature of tcp proxy with nginx, with health check and status monitor",FALSE,2010-03-01T10:16:13Z,2020-06-27T10:22:28Z,355,1506,C,2011-11-08T08:44:00Z,2020-05-29T13:55:07Z,10,20,
"Superfluous SFSB being created in Glassfish, thus leaking memory","It seems that injecting a SFSB into a JSF managed bean causes TWO instances of the SFSB to be created. If I hit the page with 100 clients, then 200 SFSBs are created rather than just 100\. Details at [http://stackoverflow.com/questions/9894243/superfluous-sfsb-being-created-in-glassfish-thus-leaking-memory](http://stackoverflow.com/questions/9894243/superfluous-sfsb-being-created-in-glassfish-thus-leaking-memory)
#### Environment
Windows 7
#### Affected Versions
[3.1.1]",glassfishrobot,NONE,Component: ejb_container/ERR: Assignee/Priority: Major/Stale/Type: Bug/,closed,2012-03-28T19:37:58Z,5,https://api.github.com/repos/eclipse-ee4j/glassfish/issues/18569/comments,https://github.com/eclipse-ee4j/glassfish/issues/18569,360704038,https://api.github.com/repos/eclipse-ee4j/glassfish/issues/18569,https://api.github.com/repos/eclipse-ee4j/glassfish,https://api.github.com/users/glassfishrobot,6104758,https://github.com/glassfishrobot,148886237,glassfish,https://github.com/eclipse-ee4j/glassfish,Eclipse GlassFish,FALSE,2018-09-15T08:59:52Z,2020-07-01T08:47:49Z,90,176,Java,2013-12-04T12:32:51Z,2020-06-04T22:01:00Z,7,0,
NAT busting when server is behind NAT,"We want to be able to connect to a server behind a NAT, even after the client roams.

We could use techniques like http://samy.pl/pwnat/ (per Nelson Elhage), except we'd need to keep doing them to pick up any client IP address changes.
",keithw,MEMBER,feature/,open,2012-03-08T15:58:32Z,37,https://api.github.com/repos/mobile-shell/mosh/issues/48/comments,https://github.com/mobile-shell/mosh/issues/48,3564895,https://api.github.com/repos/mobile-shell/mosh/issues/48,https://api.github.com/repos/mobile-shell/mosh,https://api.github.com/users/keithw,208955,https://github.com/keithw,1234783,mosh,https://github.com/mobile-shell/mosh,Mobile Shell,FALSE,2011-01-09T09:41:02Z,2020-07-01T10:18:26Z,582,9304,C++,misson2 failed,,,,
Rendering is broken on iPad 3 (retina) w/ iOS 5.1 SDK,"Display is corrupted on the new iPad - probably something is using the wrong screen size somewhere.
",WhiteNoise,NONE,None,open,2012-03-16T18:19:01Z,9,https://api.github.com/repos/libnui/nui3/issues/29/comments,https://github.com/libnui/nui3/issues/29,3686910,https://api.github.com/repos/libnui/nui3/issues/29,https://api.github.com/repos/libnui/nui3,https://api.github.com/users/WhiteNoise,428575,https://github.com/WhiteNoise,misson failed,misson2 failed,,,,,,,,,,,,,
Fuzzy fonts,"Hi Nick,

We found that even numbers help to stop fuzziness.
To that end making the iCarousel an even size and adding rounding to transformItemView made a big difference for us.

Thanks,

Al
- (void)transformItemView:(UIView *)view atIndex:(NSInteger)index
      ...
  
  view.center = CGPointMake(roundf(view.bounds.size.width/2.0f), roundf(view.bounds.size.height/2.0f));
      view.superview.center = CGPointMake(roundf(self.bounds.size.width/2.0f) + contentOffset.width,
                                      roundf(self.bounds.size.height/2.0f) + contentOffset.height);
",al-little,NONE,None,open,2012-03-06T14:31:53Z,5,https://api.github.com/repos/nicklockwood/iCarousel/issues/99/comments,https://github.com/nicklockwood/iCarousel/issues/99,3524913,https://api.github.com/repos/nicklockwood/iCarousel/issues/99,https://api.github.com/repos/nicklockwood/iCarousel,https://api.github.com/users/al-little,1507318,https://github.com/al-little,misson failed,2012-03-06T14:28:52Z,2020-03-18T09:32:30Z,0,5,,,,,,,,,,
I added a fix to get it to install correctly on OSX 10.7.x (Lion) and updated the README a little.,"I added a fix to get it to install correctly on OSX 10.7.x (Lion) and updated the README a little. For Lion the machine name is x86_64 so it wasn't picking up the files under Darwin-i386 that is needed.

I added a section to the README.md to let people know to set the ARCHFLAGS correctly, and also updated an ubuntu package name that was incorrect. 
",kencochrane,NONE,None,closed,2012-03-29T14:13:23Z,4,https://api.github.com/repos/davisp/python-spidermonkey/issues/4/comments,https://github.com/davisp/python-spidermonkey/pull/4,3880230,https://api.github.com/repos/davisp/python-spidermonkey/issues/4,https://api.github.com/repos/davisp/python-spidermonkey,https://api.github.com/users/kencochrane,261601,https://github.com/kencochrane,112972,python-spidermonkey,https://github.com/davisp/python-spidermonkey,"Python/JavaScript bridge module, making use of Mozilla's spidermonkey JavaScript implementation.",FALSE,2009-01-23T03:43:09Z,2020-06-28T14:33:24Z,73,293,C,2010-05-01T23:07:11Z,2020-06-26T17:42:13Z,225,66,Software developer living in southern Maine.
ActionBar,"What do you think about ActionBar?

Maybe it wouldnt look so crisp as it is now but we could get rid of those menu's.

I have both devices with Android 2.3 and ICS so I could try to implement it.
",MartinNuc,CONTRIBUTOR,Enhancement/New functionality/,open,2012-03-12T15:03:44Z,19,https://api.github.com/repos/ninetwozero/BF3-Battlelog/issues/14/comments,https://github.com/ninetwozero/BF3-Battlelog/issues/14,3612564,https://api.github.com/repos/ninetwozero/BF3-Battlelog/issues/14,https://api.github.com/repos/ninetwozero/BF3-Battlelog,https://api.github.com/users/MartinNuc,681176,https://github.com/MartinNuc,2701659,BF3-Battlelog,https://github.com/ninetwozero/BF3-Battlelog,Hello world! This is the number one unofficial Battlefield 3 Battlelog-application for Android.,FALSE,2011-11-03T11:51:29Z,2019-12-05T05:03:20Z,7,26,Java,2011-03-21T08:18:36Z,2020-06-11T20:05:15Z,14,89,
Browser compatibility issue,"Seems like, jquery-textext plugin is not compatible with Internet explorer verson-8. Could you please investigate this?

Biswa
",biswadas,NONE,None,open,2012-03-22T13:00:23Z,15,https://api.github.com/repos/alexgorbatchev/jquery-textext/issues/38/comments,https://github.com/alexgorbatchev/jquery-textext/issues/38,3762270,https://api.github.com/repos/alexgorbatchev/jquery-textext/issues/38,https://api.github.com/repos/alexgorbatchev/jquery-textext,https://api.github.com/users/biswadas,1564469,https://github.com/biswadas,2067351,jquery-textext,https://github.com/alexgorbatchev/jquery-textext,"A super awesome, customizable text input supporting tags, autocomplete, ajax and other goodness in a crazy cool a-la cart way.",FALSE,2011-07-18T16:35:43Z,2020-06-25T09:59:58Z,210,1307,JavaScript,2012-03-22T12:58:28Z,2017-03-20T17:08:10Z,0,1,
Is xauth dead?,"What happened to the project, are there better alternatives?
",markushausammann,NONE,None,open,2012-03-08T23:54:59Z,4,https://api.github.com/repos/xauth/xauth/issues/1/comments,https://github.com/xauth/xauth/issues/1,3574786,https://api.github.com/repos/xauth/xauth/issues/1,https://api.github.com/repos/xauth/xauth,https://api.github.com/users/markushausammann,723043,https://github.com/markushausammann,619919,xauth,https://github.com/xauth/xauth,,FALSE,2010-04-20T17:03:15Z,2020-04-03T03:46:00Z,14,146,JavaScript,2011-04-11T17:48:06Z,2020-06-16T09:15:01Z,31,7,
